Artist,Mood_emoji,Instrument,Era,Real_Artist,Genre,Energy,Main_Instrument
riven skoll,happy,drums,70s,Sidonie,Indie Rock,0.74,Guitar
nyra kade,happy,violin,80s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
mina rose,chill,drums,80s,Mushkaa,Urban Pop,0.68,Vocals
rex volta,chill,piano,classical,Meute,Techno Brass,0.86,Brass
elias storm,sad,piano,classical,Suede,Britpop,0.72,Vocals / Guitar
liora vale,happy,guitar,classical,Rigoberta Bandini,Indie Pop,0.68,Vocals
cale rowan,happy,synth,70s,La Ludwig Band,Folk Rock,0.67,Guitar
kiro blaze,happy,piano,medieval,Lildami,Urban Hip Hop,0.74,Vocals
nero pulse,angry,synth,futuristic,31 FAM,Urban Trap,0.82,Vocals
nova tide,happy,drums,futuristic,Midnight Generation,Funk / Disco,0.81,Synth
elara venn,happy,trumpet,classical,Judeline,Pop,0.61,Vocals
mina rose,happy,synth,80s,Mushkaa,Urban Pop,0.68,Vocals
nyx aura,happy,synth,2010s,Ven'nus,Alternative Pop,0.66,Vocals
noir signal,angry,dj,medieval,Faithless,Electronic / Dance,0.88,Synth / DJ
mono chrome,sad,dj,70s,The Hives,Garage Rock,0.9,Guitar
nyra kade,angry,synth,2010s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
kai rio,happy,bass,2010s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
viko ray,happy,dj,classical,Ginebras,Indie Pop,0.75,Guitar
sora lyne,chill,violin,2010s,Sigrid,Pop,0.72,Vocals
lumen riot,sad,violin,futuristic,Pixies,Alternative Rock,0.82,Guitar
ryo kaze,chill,synth,futuristic,Figa Flawas,Urban Pop Rap,0.79,Vocals
mira solis,happy,synth,classical,Reneé Rapp,Pop,0.66,Vocals
rex volta,happy,trumpet,classical,Meute,Techno Brass,0.86,Brass
nox arden,chill,guitar,90s,Sen Senra,Indie Pop,0.64,Vocals
nyra kade,sad,dj,80s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
lumen riot,chill,synth,futuristic,Pixies,Alternative Rock,0.82,Guitar
dante cross,sad,guitar,futuristic,Mishima,Indie Rock,0.63,Vocals
suri lane,happy,dj,classical,Stay Homas,Indie Pop,0.62,Guitar / Vocals
nox arden,happy,violin,90s,Sen Senra,Indie Pop,0.64,Vocals
vira nova,happy,violin,2010s,Halsey,Alternative Pop,0.7,Vocals
mina rose,sad,piano,futuristic,Mushkaa,Urban Pop,0.68,Vocals
kael vorn,chill,guitar,classical,Jovanotti,Pop / World Music,0.77,Vocals
kai rio,sad,trumpet,70s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
eira flux,chill,synth,2010s,Zahara,Indie Pop,0.58,Vocals
taro vale,sad,drums,futuristic,Ezra Collective,Jazz / Afrobeat,0.74,Drums
aqua lume,chill,guitar,80s,Polo & Pan,Electronic,0.62,Synth
suri lane,sad,piano,medieval,Stay Homas,Indie Pop,0.62,Guitar / Vocals
mina rose,chill,drums,classical,Mushkaa,Urban Pop,0.68,Vocals
mira cloud,sad,dj,80s,The Cardigans,Alternative Pop,0.65,Vocals
mono chrome,angry,trumpet,2010s,The Hives,Garage Rock,0.9,Guitar
juno vex,happy,drums,medieval,Alizzz,Electronic Pop,0.71,Synth
kael vorn,sad,bass,70s,Jovanotti,Pop / World Music,0.77,Vocals
rex volta,sad,drums,futuristic,Meute,Techno Brass,0.86,Brass
liora vale,happy,guitar,70s,Rigoberta Bandini,Indie Pop,0.68,Vocals
vira nova,happy,dj,70s,Halsey,Alternative Pop,0.7,Vocals
sol vireo,chill,guitar,90s,Sexenni,Pop Rock,0.72,Guitar
orion keys,angry,violin,70s,Jon Batiste,Jazz / Soul,0.6,Piano
vira nova,angry,bass,2000s,Halsey,Alternative Pop,0.7,Vocals
luma skye,chill,dj,2010s,Yami Safdie,Pop,0.55,Vocals
luna vex,happy,drums,90s,Mama Dousha,Electronic Pop,0.7,Synth
taro vale,happy,dj,2010s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
nyx aura,happy,synth,2010s,Ven'nus,Alternative Pop,0.66,Vocals
luma skye,angry,violin,70s,Yami Safdie,Pop,0.55,Vocals
kiro blaze,angry,drums,80s,Lildami,Urban Hip Hop,0.74,Vocals
nova tide,happy,dj,70s,Midnight Generation,Funk / Disco,0.81,Synth
orin flux,chill,guitar,2010s,Dorian,Indie Electronic,0.73,Synth
eira flux,angry,piano,classical,Zahara,Indie Pop,0.58,Vocals
orin flux,happy,drums,2000s,Dorian,Indie Electronic,0.73,Synth
vex orion,sad,dj,futuristic,Chico Blanco,Electronic,0.79,DJ
mina rose,chill,bass,classical,Mushkaa,Urban Pop,0.68,Vocals
zelka tano,happy,piano,medieval,Bomba Estéreo,Electro Cumbia,0.85,Vocals
eden bloom,angry,guitar,2010s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
luna vex,sad,synth,classical,Mama Dousha,Electronic Pop,0.7,Synth
ryo kaze,angry,piano,2010s,Figa Flawas,Urban Pop Rap,0.79,Vocals
orion keys,chill,trumpet,futuristic,Jon Batiste,Jazz / Soul,0.6,Piano
lena pulse,sad,piano,2010s,Delaporte,Electronic Pop,0.78,Synth
eden bloom,sad,piano,2000s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
rex volta,sad,piano,2000s,Meute,Techno Brass,0.86,Brass
pyro kine,chill,dj,80s,Son Rompe Pera,Marimba Punk,0.83,Marimba
ryo kaze,happy,bass,70s,Figa Flawas,Urban Pop Rap,0.79,Vocals
bright hollow,happy,trumpet,2010s,Two Door Cinema Club,Indie Rock,0.8,Guitar
aqua lume,sad,guitar,90s,Polo & Pan,Electronic,0.62,Synth
nyx aura,sad,bass,medieval,Ven'nus,Alternative Pop,0.66,Vocals
eira flux,happy,violin,classical,Zahara,Indie Pop,0.58,Vocals
elara venn,happy,violin,70s,Judeline,Pop,0.61,Vocals
sora lyne,happy,synth,80s,Sigrid,Pop,0.72,Vocals
mira solis,chill,bass,medieval,Reneé Rapp,Pop,0.66,Vocals
suri lane,sad,guitar,70s,Stay Homas,Indie Pop,0.62,Guitar / Vocals
sora lyne,sad,guitar,2010s,Sigrid,Pop,0.72,Vocals
mono chrome,sad,guitar,2000s,The Hives,Garage Rock,0.9,Guitar
sol vireo,sad,dj,2000s,Sexenni,Pop Rock,0.72,Guitar
bright hollow,chill,guitar,90s,Two Door Cinema Club,Indie Rock,0.8,Guitar
lumen riot,angry,piano,classical,Pixies,Alternative Rock,0.82,Guitar
zaya ice,sad,dj,90s,Flashy Ice Cream,Urban Trap,0.8,Vocals
mina rose,angry,drums,2010s,Mushkaa,Urban Pop,0.68,Vocals
bright hollow,chill,guitar,2000s,Two Door Cinema Club,Indie Rock,0.8,Guitar
dust canyon,happy,piano,80s,The Black Crowes,Blues Rock,0.78,Guitar
mira solis,happy,violin,90s,Reneé Rapp,Pop,0.66,Vocals
kiro blaze,sad,piano,70s,Lildami,Urban Hip Hop,0.74,Vocals
axel noir,happy,bass,70s,Ultraligera,Indie Rock,0.68,Guitar
suri lane,happy,synth,2000s,Stay Homas,Indie Pop,0.62,Guitar / Vocals
nero pulse,happy,bass,2000s,31 FAM,Urban Trap,0.82,Vocals
zelka tano,happy,bass,classical,Bomba Estéreo,Electro Cumbia,0.85,Vocals
sora lyne,chill,violin,70s,Sigrid,Pop,0.72,Vocals
kai rio,chill,violin,80s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
elara venn,happy,guitar,2000s,Judeline,Pop,0.61,Vocals
nyx aura,angry,drums,90s,Ven'nus,Alternative Pop,0.66,Vocals
cale rowan,sad,piano,classical,La Ludwig Band,Folk Rock,0.67,Guitar
elara venn,happy,dj,classical,Judeline,Pop,0.61,Vocals
vira nova,angry,synth,80s,Halsey,Alternative Pop,0.7,Vocals
ryo kaze,happy,drums,80s,Figa Flawas,Urban Pop Rap,0.79,Vocals
kiro blaze,sad,bass,medieval,Lildami,Urban Hip Hop,0.74,Vocals
orion keys,sad,dj,70s,Jon Batiste,Jazz / Soul,0.6,Piano
nyx aura,happy,trumpet,classical,Ven'nus,Alternative Pop,0.66,Vocals
nova tide,angry,synth,70s,Midnight Generation,Funk / Disco,0.81,Synth
juno vex,chill,guitar,medieval,Alizzz,Electronic Pop,0.71,Synth
zaya ice,angry,trumpet,90s,Flashy Ice Cream,Urban Trap,0.8,Vocals
lumen riot,chill,violin,90s,Pixies,Alternative Rock,0.82,Guitar
aqua lume,happy,synth,2010s,Polo & Pan,Electronic,0.62,Synth
nero pulse,angry,drums,classical,31 FAM,Urban Trap,0.82,Vocals
axel noir,chill,dj,90s,Ultraligera,Indie Rock,0.68,Guitar
orion keys,chill,bass,2010s,Jon Batiste,Jazz / Soul,0.6,Piano
dante cross,happy,synth,2010s,Mishima,Indie Rock,0.63,Vocals
nero pulse,sad,dj,classical,31 FAM,Urban Trap,0.82,Vocals
dax nova,angry,drums,medieval,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
aqua lume,happy,dj,medieval,Polo & Pan,Electronic,0.62,Synth
vira nova,chill,trumpet,medieval,Halsey,Alternative Pop,0.7,Vocals
eden bloom,sad,piano,80s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
mina rose,chill,dj,90s,Mushkaa,Urban Pop,0.68,Vocals
ryo kaze,happy,dj,classical,Figa Flawas,Urban Pop Rap,0.79,Vocals
zaya ice,happy,violin,2010s,Flashy Ice Cream,Urban Trap,0.8,Vocals
kiro blaze,chill,trumpet,classical,Lildami,Urban Hip Hop,0.74,Vocals
kai rio,sad,violin,classical,The Tyets,Urban Pop Reggaeton,0.81,Vocals
juno vex,happy,violin,70s,Alizzz,Electronic Pop,0.71,Synth
arlo kain,sad,trumpet,classical,David Byrne,Art Rock,0.65,Vocals / Guitar
rex volta,happy,violin,futuristic,Meute,Techno Brass,0.86,Brass
eira flux,happy,drums,classical,Zahara,Indie Pop,0.58,Vocals
dust canyon,angry,piano,2000s,The Black Crowes,Blues Rock,0.78,Guitar
bright hollow,sad,violin,classical,Two Door Cinema Club,Indie Rock,0.8,Guitar
vex orion,sad,piano,2000s,Chico Blanco,Electronic,0.79,DJ
mono chrome,angry,guitar,80s,The Hives,Garage Rock,0.9,Guitar
liora vale,happy,dj,2000s,Rigoberta Bandini,Indie Pop,0.68,Vocals
orion keys,happy,drums,2010s,Jon Batiste,Jazz / Soul,0.6,Piano
kai rio,happy,bass,80s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
luna vex,happy,drums,2000s,Mama Dousha,Electronic Pop,0.7,Synth
nero pulse,sad,dj,2010s,31 FAM,Urban Trap,0.82,Vocals
nyx aura,sad,bass,70s,Ven'nus,Alternative Pop,0.66,Vocals
crimson echo,happy,bass,80s,Garbage,Alternative Rock,0.75,Vocals
elias storm,happy,synth,2000s,Suede,Britpop,0.72,Vocals / Guitar
eden bloom,sad,drums,classical,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
arlo kain,angry,violin,2010s,David Byrne,Art Rock,0.65,Vocals / Guitar
elias storm,angry,trumpet,futuristic,Suede,Britpop,0.72,Vocals / Guitar
axel noir,sad,guitar,70s,Ultraligera,Indie Rock,0.68,Guitar
sora lyne,happy,dj,80s,Sigrid,Pop,0.72,Vocals
lena pulse,sad,drums,medieval,Delaporte,Electronic Pop,0.78,Synth
juno vex,sad,trumpet,futuristic,Alizzz,Electronic Pop,0.71,Synth
pyro kine,angry,trumpet,70s,Son Rompe Pera,Marimba Punk,0.83,Marimba
lily drift,sad,piano,futuristic,Chiquita Movida,Indie Pop,0.6,Vocals
suri lane,happy,bass,medieval,Stay Homas,Indie Pop,0.62,Guitar / Vocals
luma skye,angry,dj,2010s,Yami Safdie,Pop,0.55,Vocals
orion keys,chill,piano,90s,Jon Batiste,Jazz / Soul,0.6,Piano
kiro blaze,chill,dj,2000s,Lildami,Urban Hip Hop,0.74,Vocals
dust canyon,chill,trumpet,80s,The Black Crowes,Blues Rock,0.78,Guitar
lena pulse,happy,piano,futuristic,Delaporte,Electronic Pop,0.78,Synth
ryo kaze,chill,drums,2000s,Figa Flawas,Urban Pop Rap,0.79,Vocals
kai rio,happy,violin,classical,The Tyets,Urban Pop Reggaeton,0.81,Vocals
elias storm,sad,guitar,classical,Suede,Britpop,0.72,Vocals / Guitar
aqua lume,sad,bass,medieval,Polo & Pan,Electronic,0.62,Synth
suri lane,sad,piano,medieval,Stay Homas,Indie Pop,0.62,Guitar / Vocals
juno vex,happy,dj,70s,Alizzz,Electronic Pop,0.71,Synth
luna vex,angry,bass,70s,Mama Dousha,Electronic Pop,0.7,Synth
viko ray,happy,piano,futuristic,Ginebras,Indie Pop,0.75,Guitar
mina rose,chill,violin,80s,Mushkaa,Urban Pop,0.68,Vocals
dax nova,angry,piano,90s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
riven skoll,sad,violin,medieval,Sidonie,Indie Rock,0.74,Guitar
crimson echo,happy,bass,medieval,Garbage,Alternative Rock,0.75,Vocals
suri lane,chill,dj,70s,Stay Homas,Indie Pop,0.62,Guitar / Vocals
lumen riot,angry,violin,90s,Pixies,Alternative Rock,0.82,Guitar
suri lane,happy,drums,futuristic,Stay Homas,Indie Pop,0.62,Guitar / Vocals
axel noir,sad,piano,classical,Ultraligera,Indie Rock,0.68,Guitar
bright hollow,happy,guitar,2000s,Two Door Cinema Club,Indie Rock,0.8,Guitar
mira solis,angry,guitar,futuristic,Reneé Rapp,Pop,0.66,Vocals
eira flux,angry,drums,2000s,Zahara,Indie Pop,0.58,Vocals
stone vale,happy,bass,medieval,Els Pets,Rock,0.69,Guitar
orion keys,happy,bass,2010s,Jon Batiste,Jazz / Soul,0.6,Piano
nero pulse,sad,guitar,medieval,31 FAM,Urban Trap,0.82,Vocals
lumen riot,happy,violin,70s,Pixies,Alternative Rock,0.82,Guitar
dust canyon,happy,guitar,classical,The Black Crowes,Blues Rock,0.78,Guitar
liora vale,chill,dj,classical,Rigoberta Bandini,Indie Pop,0.68,Vocals
dante cross,happy,bass,70s,Mishima,Indie Rock,0.63,Vocals
crimson echo,angry,synth,70s,Garbage,Alternative Rock,0.75,Vocals
suri lane,chill,piano,2000s,Stay Homas,Indie Pop,0.62,Guitar / Vocals
zaya ice,chill,drums,2000s,Flashy Ice Cream,Urban Trap,0.8,Vocals
eira flux,chill,synth,80s,Zahara,Indie Pop,0.58,Vocals
lily drift,chill,drums,90s,Chiquita Movida,Indie Pop,0.6,Vocals
mono chrome,happy,drums,70s,The Hives,Garage Rock,0.9,Guitar
elias storm,happy,synth,90s,Suede,Britpop,0.72,Vocals / Guitar
noir signal,chill,dj,medieval,Faithless,Electronic / Dance,0.88,Synth / DJ
luna vex,sad,drums,70s,Mama Dousha,Electronic Pop,0.7,Synth
bright hollow,happy,drums,medieval,Two Door Cinema Club,Indie Rock,0.8,Guitar
elias storm,happy,synth,70s,Suede,Britpop,0.72,Vocals / Guitar
kiro blaze,angry,bass,70s,Lildami,Urban Hip Hop,0.74,Vocals
nox arden,sad,piano,2000s,Sen Senra,Indie Pop,0.64,Vocals
dust canyon,happy,bass,70s,The Black Crowes,Blues Rock,0.78,Guitar
mira solis,chill,guitar,70s,Reneé Rapp,Pop,0.66,Vocals
mira cloud,chill,trumpet,classical,The Cardigans,Alternative Pop,0.65,Vocals
vex orion,angry,violin,2000s,Chico Blanco,Electronic,0.79,DJ
liora vale,happy,violin,80s,Rigoberta Bandini,Indie Pop,0.68,Vocals
lumen riot,sad,guitar,2000s,Pixies,Alternative Rock,0.82,Guitar
eden bloom,sad,piano,90s,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
bright hollow,sad,drums,2000s,Two Door Cinema Club,Indie Rock,0.8,Guitar
nyra kade,sad,dj,medieval,Sampa the Great,Hip Hop / Soul,0.73,Vocals
nyra kade,chill,bass,80s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
noir signal,chill,dj,2000s,Faithless,Electronic / Dance,0.88,Synth / DJ
kael vorn,sad,piano,futuristic,Jovanotti,Pop / World Music,0.77,Vocals
kiro blaze,happy,piano,2010s,Lildami,Urban Hip Hop,0.74,Vocals
luna vex,sad,bass,70s,Mama Dousha,Electronic Pop,0.7,Synth
rex volta,chill,guitar,90s,Meute,Techno Brass,0.86,Brass
nyx aura,happy,trumpet,70s,Ven'nus,Alternative Pop,0.66,Vocals
ryo kaze,sad,bass,2010s,Figa Flawas,Urban Pop Rap,0.79,Vocals
mono chrome,angry,trumpet,70s,The Hives,Garage Rock,0.9,Guitar
nero pulse,chill,dj,2000s,31 FAM,Urban Trap,0.82,Vocals
lily drift,sad,trumpet,70s,Chiquita Movida,Indie Pop,0.6,Vocals
riven skoll,happy,trumpet,futuristic,Sidonie,Indie Rock,0.74,Guitar
luna vex,sad,violin,70s,Mama Dousha,Electronic Pop,0.7,Synth
nyra kade,sad,trumpet,2000s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
pyro kine,chill,violin,90s,Son Rompe Pera,Marimba Punk,0.83,Marimba
cale rowan,angry,trumpet,90s,La Ludwig Band,Folk Rock,0.67,Guitar
eira flux,chill,dj,2000s,Zahara,Indie Pop,0.58,Vocals
mono chrome,angry,drums,2000s,The Hives,Garage Rock,0.9,Guitar
eira flux,sad,dj,classical,Zahara,Indie Pop,0.58,Vocals
rex volta,sad,violin,90s,Meute,Techno Brass,0.86,Brass
viko ray,sad,dj,classical,Ginebras,Indie Pop,0.75,Guitar
mina rose,sad,violin,80s,Mushkaa,Urban Pop,0.68,Vocals
cora miel,sad,drums,futuristic,Sadie Jean,Pop,0.52,Vocals
zelka tano,sad,synth,70s,Bomba Estéreo,Electro Cumbia,0.85,Vocals
riven skoll,angry,trumpet,futuristic,Sidonie,Indie Rock,0.74,Guitar
orin flux,chill,bass,90s,Dorian,Indie Electronic,0.73,Synth
nyx aura,happy,violin,2000s,Ven'nus,Alternative Pop,0.66,Vocals
lena pulse,angry,synth,futuristic,Delaporte,Electronic Pop,0.78,Synth
crimson echo,chill,bass,medieval,Garbage,Alternative Rock,0.75,Vocals
nova tide,sad,drums,80s,Midnight Generation,Funk / Disco,0.81,Synth
riven skoll,sad,bass,70s,Sidonie,Indie Rock,0.74,Guitar
aqua lume,happy,dj,2010s,Polo & Pan,Electronic,0.62,Synth
nox arden,chill,guitar,futuristic,Sen Senra,Indie Pop,0.64,Vocals
juno vex,happy,synth,70s,Alizzz,Electronic Pop,0.71,Synth
mira cloud,happy,piano,2000s,The Cardigans,Alternative Pop,0.65,Vocals
zaya ice,happy,synth,70s,Flashy Ice Cream,Urban Trap,0.8,Vocals
aqua lume,sad,synth,2010s,Polo & Pan,Electronic,0.62,Synth
mina rose,sad,synth,2010s,Mushkaa,Urban Pop,0.68,Vocals
elara venn,happy,violin,2000s,Judeline,Pop,0.61,Vocals
cora miel,chill,bass,medieval,Sadie Jean,Pop,0.52,Vocals
rex volta,chill,drums,medieval,Meute,Techno Brass,0.86,Brass
lena pulse,happy,synth,70s,Delaporte,Electronic Pop,0.78,Synth
rex volta,chill,synth,90s,Meute,Techno Brass,0.86,Brass
cale rowan,chill,dj,classical,La Ludwig Band,Folk Rock,0.67,Guitar
sol vireo,sad,trumpet,90s,Sexenni,Pop Rock,0.72,Guitar
bright hollow,happy,guitar,futuristic,Two Door Cinema Club,Indie Rock,0.8,Guitar
nox arden,chill,violin,futuristic,Sen Senra,Indie Pop,0.64,Vocals
nero pulse,chill,piano,medieval,31 FAM,Urban Trap,0.82,Vocals
nyx aura,sad,drums,medieval,Ven'nus,Alternative Pop,0.66,Vocals
suri lane,chill,bass,2010s,Stay Homas,Indie Pop,0.62,Guitar / Vocals
riven skoll,chill,bass,futuristic,Sidonie,Indie Rock,0.74,Guitar
luma skye,chill,synth,70s,Yami Safdie,Pop,0.55,Vocals
sora lyne,chill,synth,70s,Sigrid,Pop,0.72,Vocals
elias storm,sad,synth,2000s,Suede,Britpop,0.72,Vocals / Guitar
dust canyon,chill,drums,80s,The Black Crowes,Blues Rock,0.78,Guitar
elara venn,happy,dj,2010s,Judeline,Pop,0.61,Vocals
orin flux,chill,violin,80s,Dorian,Indie Electronic,0.73,Synth
lumen riot,happy,synth,2010s,Pixies,Alternative Rock,0.82,Guitar
elara venn,angry,bass,futuristic,Judeline,Pop,0.61,Vocals
taro vale,chill,piano,70s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
nova tide,happy,bass,classical,Midnight Generation,Funk / Disco,0.81,Synth
nox arden,happy,violin,classical,Sen Senra,Indie Pop,0.64,Vocals
riven skoll,sad,guitar,80s,Sidonie,Indie Rock,0.74,Guitar
cale rowan,angry,guitar,90s,La Ludwig Band,Folk Rock,0.67,Guitar
vex orion,happy,synth,70s,Chico Blanco,Electronic,0.79,DJ
zaya ice,chill,violin,medieval,Flashy Ice Cream,Urban Trap,0.8,Vocals
dante cross,sad,drums,futuristic,Mishima,Indie Rock,0.63,Vocals
sora lyne,sad,synth,80s,Sigrid,Pop,0.72,Vocals
ryo kaze,angry,piano,futuristic,Figa Flawas,Urban Pop Rap,0.79,Vocals
juno vex,happy,violin,70s,Alizzz,Electronic Pop,0.71,Synth
suri lane,angry,dj,90s,Stay Homas,Indie Pop,0.62,Guitar / Vocals
sol vireo,sad,drums,2000s,Sexenni,Pop Rock,0.72,Guitar
nero pulse,happy,bass,70s,31 FAM,Urban Trap,0.82,Vocals
viko ray,angry,guitar,classical,Ginebras,Indie Pop,0.75,Guitar
riven skoll,sad,drums,2010s,Sidonie,Indie Rock,0.74,Guitar
juno vex,happy,bass,futuristic,Alizzz,Electronic Pop,0.71,Synth
echo vant,chill,guitar,90s,Parquesvr,Post-Punk,0.76,Guitar
lily drift,happy,guitar,70s,Chiquita Movida,Indie Pop,0.6,Vocals
riven skoll,chill,bass,2010s,Sidonie,Indie Rock,0.74,Guitar
arlo kain,angry,dj,2000s,David Byrne,Art Rock,0.65,Vocals / Guitar
luna vex,happy,drums,medieval,Mama Dousha,Electronic Pop,0.7,Synth
liora vale,chill,trumpet,futuristic,Rigoberta Bandini,Indie Pop,0.68,Vocals
aqua lume,chill,drums,90s,Polo & Pan,Electronic,0.62,Synth
dante cross,angry,piano,2010s,Mishima,Indie Rock,0.63,Vocals
elias storm,chill,drums,90s,Suede,Britpop,0.72,Vocals / Guitar
stone vale,happy,violin,futuristic,Els Pets,Rock,0.69,Guitar
arlo kain,chill,bass,70s,David Byrne,Art Rock,0.65,Vocals / Guitar
dax nova,sad,trumpet,90s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
kael vorn,chill,bass,2000s,Jovanotti,Pop / World Music,0.77,Vocals
arlo kain,happy,guitar,80s,David Byrne,Art Rock,0.65,Vocals / Guitar
luma skye,happy,drums,medieval,Yami Safdie,Pop,0.55,Vocals
arlo kain,happy,violin,2010s,David Byrne,Art Rock,0.65,Vocals / Guitar
lily drift,sad,guitar,classical,Chiquita Movida,Indie Pop,0.6,Vocals
nova tide,sad,guitar,2010s,Midnight Generation,Funk / Disco,0.81,Synth
aqua lume,chill,guitar,classical,Polo & Pan,Electronic,0.62,Synth
cale rowan,happy,violin,70s,La Ludwig Band,Folk Rock,0.67,Guitar
mono chrome,sad,bass,80s,The Hives,Garage Rock,0.9,Guitar
rex volta,sad,dj,medieval,Meute,Techno Brass,0.86,Brass
nox arden,happy,dj,classical,Sen Senra,Indie Pop,0.64,Vocals
luma skye,chill,trumpet,2000s,Yami Safdie,Pop,0.55,Vocals
mina rose,sad,trumpet,70s,Mushkaa,Urban Pop,0.68,Vocals
orin flux,sad,violin,classical,Dorian,Indie Electronic,0.73,Synth
crimson echo,chill,guitar,2010s,Garbage,Alternative Rock,0.75,Vocals
orin flux,chill,piano,2000s,Dorian,Indie Electronic,0.73,Synth
axel noir,chill,violin,medieval,Ultraligera,Indie Rock,0.68,Guitar
elias storm,sad,violin,futuristic,Suede,Britpop,0.72,Vocals / Guitar
nox arden,sad,drums,2000s,Sen Senra,Indie Pop,0.64,Vocals
viko ray,happy,dj,80s,Ginebras,Indie Pop,0.75,Guitar
aqua lume,sad,synth,medieval,Polo & Pan,Electronic,0.62,Synth
kael vorn,sad,violin,2000s,Jovanotti,Pop / World Music,0.77,Vocals
suri lane,angry,guitar,classical,Stay Homas,Indie Pop,0.62,Guitar / Vocals
bright hollow,happy,dj,90s,Two Door Cinema Club,Indie Rock,0.8,Guitar
zaya ice,happy,synth,medieval,Flashy Ice Cream,Urban Trap,0.8,Vocals
juno vex,happy,guitar,2010s,Alizzz,Electronic Pop,0.71,Synth
zelka tano,angry,trumpet,classical,Bomba Estéreo,Electro Cumbia,0.85,Vocals
viko ray,chill,trumpet,futuristic,Ginebras,Indie Pop,0.75,Guitar
axel noir,happy,drums,70s,Ultraligera,Indie Rock,0.68,Guitar
nyx aura,chill,drums,medieval,Ven'nus,Alternative Pop,0.66,Vocals
lily drift,sad,piano,2010s,Chiquita Movida,Indie Pop,0.6,Vocals
vex orion,chill,synth,70s,Chico Blanco,Electronic,0.79,DJ
kai rio,sad,trumpet,90s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
nova tide,sad,bass,90s,Midnight Generation,Funk / Disco,0.81,Synth
rex volta,sad,trumpet,70s,Meute,Techno Brass,0.86,Brass
elara venn,sad,drums,90s,Judeline,Pop,0.61,Vocals
mira cloud,happy,synth,2010s,The Cardigans,Alternative Pop,0.65,Vocals
viko ray,angry,dj,70s,Ginebras,Indie Pop,0.75,Guitar
luna vex,angry,drums,80s,Mama Dousha,Electronic Pop,0.7,Synth
elias storm,happy,trumpet,futuristic,Suede,Britpop,0.72,Vocals / Guitar
axel noir,happy,synth,futuristic,Ultraligera,Indie Rock,0.68,Guitar
cora miel,happy,piano,classical,Sadie Jean,Pop,0.52,Vocals
eira flux,chill,violin,medieval,Zahara,Indie Pop,0.58,Vocals
cale rowan,happy,violin,2000s,La Ludwig Band,Folk Rock,0.67,Guitar
elara venn,sad,dj,2010s,Judeline,Pop,0.61,Vocals
luma skye,chill,synth,80s,Yami Safdie,Pop,0.55,Vocals
viko ray,angry,synth,classical,Ginebras,Indie Pop,0.75,Guitar
elias storm,angry,bass,medieval,Suede,Britpop,0.72,Vocals / Guitar
kai rio,angry,drums,classical,The Tyets,Urban Pop Reggaeton,0.81,Vocals
rex volta,sad,trumpet,2000s,Meute,Techno Brass,0.86,Brass
bright hollow,chill,bass,80s,Two Door Cinema Club,Indie Rock,0.8,Guitar
riven skoll,happy,piano,2000s,Sidonie,Indie Rock,0.74,Guitar
nox arden,angry,piano,futuristic,Sen Senra,Indie Pop,0.64,Vocals
rex volta,happy,trumpet,medieval,Meute,Techno Brass,0.86,Brass
mira solis,sad,trumpet,2010s,Reneé Rapp,Pop,0.66,Vocals
mira cloud,chill,dj,2000s,The Cardigans,Alternative Pop,0.65,Vocals
dust canyon,chill,dj,medieval,The Black Crowes,Blues Rock,0.78,Guitar
zaya ice,angry,bass,2010s,Flashy Ice Cream,Urban Trap,0.8,Vocals
